"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Measles","All cases","Reported cases","N","2011-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2012-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2013-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2014-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2015-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2016-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2017-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2018-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2019-01","POL","Poland",184,NA
"Measles","All cases","Reported cases","N","2019-02","POL","Poland",250,NA
"Measles","All cases","Reported cases","N","2019-03","POL","Poland",200,NA
"Measles","All cases","Reported cases","N","2019-04","POL","Poland",289,NA
"Measles","All cases","Reported cases","N","2019-05","POL","Poland",249,NA
"Measles","All cases","Reported cases","N","2019-06","POL","Poland",124,NA
"Measles","All cases","Reported cases","N","2019-07","POL","Poland",41,NA
"Measles","All cases","Reported cases","N","2019-08","POL","Poland",9,NA
"Measles","All cases","Reported cases","N","2019-09","POL","Poland",5,NA
"Measles","All cases","Reported cases","N","2019-10","POL","Poland",6,NA
"Measles","All cases","Reported cases","N","2019-11","POL","Poland",2,NA
"Measles","All cases","Reported cases","N","2019-12","POL","Poland",8,NA
"Measles","All cases","Reported cases","N","2020-01","POL","Poland",6,NA
"Measles","All cases","Reported cases","N","2020-02","POL","Poland",10,NA
"Measles","All cases","Reported cases","N","2020-03","POL","Poland",9,NA
"Measles","All cases","Reported cases","N","2020-04","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2020-05","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2020-06","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2020-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2020-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2020-09","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2020-10","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2020-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2020-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-01","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-03","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-04","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-05","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-08","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-10","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-11","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2021-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2022-01","POL","Poland",4,NA
"Measles","All cases","Reported cases","N","2022-02","POL","Poland",2,NA
"Measles","All cases","Reported cases","N","2022-03","POL","Poland",2,NA
"Measles","All cases","Reported cases","N","2022-04","POL","Poland",3,NA
"Measles","All cases","Reported cases","N","2022-05","POL","Poland",5,NA
"Measles","All cases","Reported cases","N","2022-06","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2022-07","POL","Poland",2,NA
"Measles","All cases","Reported cases","N","2022-08","POL","Poland",2,NA
"Measles","All cases","Reported cases","N","2022-09","POL","Poland",3,NA
"Measles","All cases","Reported cases","N","2022-10","POL","Poland",2,NA
"Measles","All cases","Reported cases","N","2022-11","POL","Poland",4,NA
"Measles","All cases","Reported cases","N","2022-12","POL","Poland",6,NA
"Measles","All cases","Reported cases","N","2023-01","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2023-02","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2023-03","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2023-04","POL","Poland",3,NA
"Measles","All cases","Reported cases","N","2023-05","POL","Poland",9,NA
"Measles","All cases","Reported cases","N","2023-06","POL","Poland",2,NA
"Measles","All cases","Reported cases","N","2023-07","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2023-08","POL","Poland",3,NA
"Measles","All cases","Reported cases","N","2023-09","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2023-10","POL","Poland",1,NA
"Measles","All cases","Reported cases","N","2023-11","POL","Poland",4,NA
"Measles","All cases","Reported cases","N","2023-12","POL","Poland",0,NA
"Measles","All cases","Reported cases","N","2011-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-03","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2011-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-12","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2012-01","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2012-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2012-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2012-04","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2012-05","PRT","Portugal",4,NA
"Measles","All cases","Reported cases","N","2012-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2012-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2012-08","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2012-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2012-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2012-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2012-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2013-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2014-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2015-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2016-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-02","PRT","Portugal",2,NA
"Measles","All cases","Reported cases","N","2017-03","PRT","Portugal",10,NA
"Measles","All cases","Reported cases","N","2017-04","PRT","Portugal",18,NA
"Measles","All cases","Reported cases","N","2017-05","PRT","Portugal",4,NA
"Measles","All cases","Reported cases","N","2017-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2017-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2018-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2018-02","PRT","Portugal",4,NA
"Measles","All cases","Reported cases","N","2018-03","PRT","Portugal",106,NA
"Measles","All cases","Reported cases","N","2018-04","PRT","Portugal",13,NA
"Measles","All cases","Reported cases","N","2018-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2018-06","PRT","Portugal",3,NA
"Measles","All cases","Reported cases","N","2018-07","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2018-08","PRT","Portugal",3,NA
"Measles","All cases","Reported cases","N","2018-09","PRT","Portugal",3,NA
"Measles","All cases","Reported cases","N","2018-10","PRT","Portugal",2,NA
"Measles","All cases","Reported cases","N","2018-11","PRT","Portugal",24,NA
"Measles","All cases","Reported cases","N","2018-12","PRT","Portugal",12,NA
"Measles","All cases","Reported cases","N","2019-01","PRT","Portugal",2,NA
"Measles","All cases","Reported cases","N","2019-02","PRT","Portugal",2,NA
"Measles","All cases","Reported cases","N","2019-03","PRT","Portugal",2,NA
"Measles","All cases","Reported cases","N","2019-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2019-05","PRT","Portugal",2,NA
"Measles","All cases","Reported cases","N","2019-06","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2019-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2019-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2019-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2019-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2019-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2019-12","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2020-01","PRT","Portugal",4,NA
"Measles","All cases","Reported cases","N","2020-02","PRT","Portugal",2,NA
"Measles","All cases","Reported cases","N","2020-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-05","PRT","Portugal",3,NA
"Measles","All cases","Reported cases","N","2020-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2020-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2021-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-01","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2022-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-01","PRT","Portugal",1,NA
"Measles","All cases","Reported cases","N","2023-02","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-03","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-04","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-05","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-06","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-07","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-08","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-09","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-10","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-11","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2023-12","PRT","Portugal",0,NA
"Measles","All cases","Reported cases","N","2011-01","ROU","Romania",148,NA
"Measles","All cases","Reported cases","N","2011-02","ROU","Romania",196,NA
"Measles","All cases","Reported cases","N","2011-03","ROU","Romania",407,NA
"Measles","All cases","Reported cases","N","2011-04","ROU","Romania",406,NA
"Measles","All cases","Reported cases","N","2011-05","ROU","Romania",521,NA
"Measles","All cases","Reported cases","N","2011-06","ROU","Romania",460,NA
"Measles","All cases","Reported cases","N","2011-07","ROU","Romania",386,NA
"Measles","All cases","Reported cases","N","2011-08","ROU","Romania",294,NA
"Measles","All cases","Reported cases","N","2011-09","ROU","Romania",248,NA
"Measles","All cases","Reported cases","N","2011-10","ROU","Romania",167,NA
"Measles","All cases","Reported cases","N","2011-11","ROU","Romania",381,NA
"Measles","All cases","Reported cases","N","2011-12","ROU","Romania",565,NA
"Measles","All cases","Reported cases","N","2012-01","ROU","Romania",1017,NA
"Measles","All cases","Reported cases","N","2012-02","ROU","Romania",569,NA
"Measles","All cases","Reported cases","N","2012-03","ROU","Romania",646,NA
"Measles","All cases","Reported cases","N","2012-04","ROU","Romania",795,NA
"Measles","All cases","Reported cases","N","2012-05","ROU","Romania",620,NA
"Measles","All cases","Reported cases","N","2012-06","ROU","Romania",608,NA
"Measles","All cases","Reported cases","N","2012-07","ROU","Romania",494,NA
"Measles","All cases","Reported cases","N","2012-08","ROU","Romania",267,NA
"Measles","All cases","Reported cases","N","2012-09","ROU","Romania",181,NA
"Measles","All cases","Reported cases","N","2012-10","ROU","Romania",368,NA
"Measles","All cases","Reported cases","N","2012-11","ROU","Romania",331,NA
"Measles","All cases","Reported cases","N","2012-12","ROU","Romania",269,NA
"Measles","All cases","Reported cases","N","2013-01","ROU","Romania",227,NA
"Measles","All cases","Reported cases","N","2013-02","ROU","Romania",219,NA
"Measles","All cases","Reported cases","N","2013-03","ROU","Romania",182,NA
"Measles","All cases","Reported cases","N","2013-04","ROU","Romania",146,NA
"Measles","All cases","Reported cases","N","2013-05","ROU","Romania",80,NA
"Measles","All cases","Reported cases","N","2013-06","ROU","Romania",127,NA
"Measles","All cases","Reported cases","N","2013-07","ROU","Romania",83,NA
"Measles","All cases","Reported cases","N","2013-08","ROU","Romania",27,NA
"Measles","All cases","Reported cases","N","2013-09","ROU","Romania",11,NA
"Measles","All cases","Reported cases","N","2013-10","ROU","Romania",23,NA
"Measles","All cases","Reported cases","N","2013-11","ROU","Romania",21,NA
"Measles","All cases","Reported cases","N","2013-12","ROU","Romania",12,NA
"Measles","All cases","Reported cases","N","2014-01","ROU","Romania",25,NA
"Measles","All cases","Reported cases","N","2014-02","ROU","Romania",17,NA
"Measles","All cases","Reported cases","N","2014-03","ROU","Romania",5,NA
"Measles","All cases","Reported cases","N","2014-04","ROU","Romania",3,NA
"Measles","All cases","Reported cases","N","2014-05","ROU","Romania",5,NA
"Measles","All cases","Reported cases","N","2014-06","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2014-07","ROU","Romania",2,NA
"Measles","All cases","Reported cases","N","2014-08","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2014-09","ROU","Romania",1,NA
"Measles","All cases","Reported cases","N","2014-10","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2014-11","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2014-12","ROU","Romania",1,NA
"Measles","All cases","Reported cases","N","2015-01","ROU","Romania",2,NA
"Measles","All cases","Reported cases","N","2015-02","ROU","Romania",2,NA
"Measles","All cases","Reported cases","N","2015-03","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2015-04","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2015-05","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2015-06","ROU","Romania",3,NA
"Measles","All cases","Reported cases","N","2015-07","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2015-08","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2015-09","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2015-10","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2015-11","ROU","Romania",1,NA
"Measles","All cases","Reported cases","N","2015-12","ROU","Romania",0,NA
"Measles","All cases","Reported cases","N","2016-01","ROU","Romania",6,NA
"Measles","All cases","Reported cases","N","2016-02","ROU","Romania",41,NA
"Measles","All cases","Reported cases","N","2016-03","ROU","Romania",62,NA
"Measles","All cases","Reported cases","N","2016-04","ROU","Romania",67,NA
"Measles","All cases","Reported cases","N","2016-05","ROU","Romania",78,NA
"Measles","All cases","Reported cases","N","2016-06","ROU","Romania",117,NA
"Measles","All cases","Reported cases","N","2016-07","ROU","Romania",114,NA
"Measles","All cases","Reported cases","N","2016-08","ROU","Romania",182,NA
"Measles","All cases","Reported cases","N","2016-09","ROU","Romania",219,NA
"Measles","All cases","Reported cases","N","2016-10","ROU","Romania",426,NA
"Measles","All cases","Reported cases","N","2016-11","ROU","Romania",614,NA
"Measles","All cases","Reported cases","N","2016-12","ROU","Romania",506,NA
"Measles","All cases","Reported cases","N","2017-01","ROU","Romania",801,NA
"Measles","All cases","Reported cases","N","2017-02","ROU","Romania",853,NA
"Measles","All cases","Reported cases","N","2017-03","ROU","Romania",1331,NA
"Measles","All cases","Reported cases","N","2017-04","ROU","Romania",1218,NA
"Measles","All cases","Reported cases","N","2017-05","ROU","Romania",1112,NA
"Measles","All cases","Reported cases","N","2017-06","ROU","Romania",1112,NA
"Measles","All cases","Reported cases","N","2017-07","ROU","Romania",981,NA
"Measles","All cases","Reported cases","N","2017-08","ROU","Romania",499,NA
"Measles","All cases","Reported cases","N","2017-09","ROU","Romania",236,NA
"Measles","All cases","Reported cases","N","2017-10","ROU","Romania",266,NA
"Measles","All cases","Reported cases","N","2017-11","ROU","Romania",338,NA
"Measles","All cases","Reported cases","N","2017-12","ROU","Romania",329,NA
"Measles","All cases","Reported cases","N","2018-01","ROU","Romania",398,NA
"Measles","All cases","Reported cases","N","2018-02","ROU","Romania",676,NA
"Measles","All cases","Reported cases","N","2018-03","ROU","Romania",1289,NA
"Measles","All cases","Reported cases","N","2018-04","ROU","Romania",1322,NA
